Time	<x>	<p>	<xsq>	<psq>
12250.5	0	0	0	0
12251.5	0	0	0	0
12252.5	0	0	0	0
12253.5	0	0	0	0
12254.5	0	0	0	0
12255.5	0	0	0	0
12256.5	0	0	0	0
12257.5	0	0	0	0
12258.5	0	0	0	0
12259.5	0	0	0	0
12260.5	0	0	0	0
12261.5	0	0	0	0
12262.5	0	0	0	0
12263.5	0	0	0	0
12264.5	0	0	0	0
12265.5	0	0	0	0
12266.5	0	0	0	0
12267.5	0	0	0	0
12268.5	0	0	0	0
12269.5	0	0	0	0
12270.5	0	0	0	0
12271.5	0	0	0	0
12272.5	0	0	0	0
12273.5	0	0	0	0
12274.5	0	0	0	0
12275.5	0	0	0	0
12276.5	0	0	0	0
12277.5	0	0	0	0
12278.5	0	0	0	0
12279.5	0	0	0	0
12280.5	0	0	0	0
12281.5	0	0	0	0
12282.5	0	0	0	0
12283.5	0	0	0	0
12284.5	0	0	0	0
12285.5	0	0	0	0
12286.5	0	0	0	0
12287.5	0	0	0	0
12288.5	0	0	0	0
12289.5	0	0	0	0
12290.5	0	0	0	0
12291.5	0	0	0	0
12292.5	0	0	0	0
12293.5	0	0	0	0
12294.5	0	0	0	0
12295.5	0	0	0	0
12296.5	0	0	0	0
12297.5	0	0	0	0
12298.5	0	0	0	0
12299.5	0	0	0	0
12300.5	0	0	0	0
12301.5	0	0	0	0
12302.5	0	0	0	0
12303.5	0	0	0	0
12304.5	0	0	0	0
12305.5	0	0	0	0
12306.5	0	0	0	0
12307.5	0	0	0	0
12308.5	0	0	0	0
12309.5	0	0	0	0
12310.5	0	0	0	0
12311.5	0	0	0	0
12312.5	0	0	0	0
12313.5	0	0	0	0
12314.5	0	0	0	0
12315.5	0	0	0	0
12316.5	0	0	0	0
12317.5	0	0	0	0
12318.5	0	0	0	0
12319.5	0	0	0	0
12320.5	0	0	0	0
12321.5	0	0	0	0
12322.5	0	0	0	0
12323.5	0	0	0	0
12324.5	0	0	0	0
12325.5	0	0	0	0
12326.5	0	0	0	0
12327.5	0	0	0	0
12328.5	0	0	0	0
12329.5	0	0	0	0
12330.5	0	0	0	0
12331.5	0	0	0	0
12332.5	0	0	0	0
12333.5	0	0	0	0
12334.5	0	0	0	0
12335.5	0	0	0	0
12336.5	0	0	0	0
12337.5	0	0	0	0
12338.5	0	0	0	0
12339.5	0	0	0	0
12340.5	0	0	0	0
12341.5	0	0	0	0
12342.5	0	0	0	0
12343.5	0	0	0	0
12344.5	0	0	0	0
12345.5	0	0	0	0
12346.5	0	0	0	0
12347.5	0	0	0	0
12348.5	0	0	0	0
12349.5	0	0	0	0
12350.5	0	0	0	0
12351.5	0	0	0	0
12352.5	0	0	0	0
12353.5	0	0	0	0
12354.5	0	0	0	0
12355.5	0	0	0	0
12356.5	0	0	0	0
12357.5	0	0	0	0
12358.5	0	0	0	0
12359.5	0	0	0	0
12360.5	0	0	0	0
12361.5	0	0	0	0
12362.5	0	0	0	0
12363.5	0	0	0	0
12364.5	0	0	0	0
12365.5	0	0	0	0
12366.5	0	0	0	0
12367.5	0	0	0	0
12368.5	0	0	0	0
12369.5	0	0	0	0
12370.5	0	0	0	0
12371.5	0	0	0	0
12372.5	0	0	0	0
12373.5	0	0	0	0
12374.5	0	0	0	0
12375.5	0	0	0	0
12376.5	0	0	0	0
12377.5	0	0	0	0
12378.5	0	0	0	0
12379.5	0	0	0	0
12380.5	0	0	0	0
12381.5	0	0	0	0
12382.5	0	0	0	0
12383.5	0	0	0	0
12384.5	0	0	0	0
12385.5	0	0	0	0
12386.5	0	0	0	0
12387.5	0	0	0	0
12388.5	0	0	0	0
12389.5	0	0	0	0
12390.5	0	0	0	0
12391.5	0	0	0	0
12392.5	0	0	0	0
12393.5	0	0	0	0
12394.5	0	0	0	0
12395.5	0	0	0	0
12396.5	0	0	0	0
12397.5	0	0	0	0
12398.5	0	0	0	0
12399.5	0	0	0	0
12400.5	0	0	0	0
12401.5	0	0	0	0
12402.5	0	0	0	0
12403.5	0	0	0	0
12404.5	0	0	0	0
12405.5	0	0	0	0
12406.5	0	0	0	0
12407.5	0	0	0	0
12408.5	0	0	0	0
12409.5	0	0	0	0
12410.5	0	0	0	0
12411.5	0	0	0	0
12412.5	0	0	0	0
12413.5	0	0	0	0
12414.5	0	0	0	0
12415.5	0	0	0	0
12416.5	0	0	0	0
12417.5	0	0	0	0
12418.5	0	0	0	0
12419.5	0	0	0	0
12420.5	0	0	0	0
12421.5	0	0	0	0
12422.5	0	0	0	0
12423.5	0	0	0	0
12424.5	0	0	0	0
12425.5	0	0	0	0
12426.5	0	0	0	0
12427.5	0	0	0	0
12428.5	0	0	0	0
12429.5	0	0	0	0
12430.5	0	0	0	0
12431.5	0	0	0	0
12432.5	0	0	0	0
12433.5	0	0	0	0
12434.5	0	0	0	0
12435.5	0	0	0	0
12436.5	0	0	0	0
12437.5	0	0	0	0
12438.5	0	0	0	0
12439.5	0	0	0	0
12440.5	0	0	0	0
12441.5	0	0	0	0
12442.5	0	0	0	0
12443.5	0	0	0	0
12444.5	0	0	0	0
12445.5	0	0	0	0
12446.5	0	0	0	0
12447.5	0	0	0	0
12448.5	0	0	0	0
12449.5	0	0	0	0
12450.5	0	0	0	0
12451.5	0	0	0	0
12452.5	0	0	0	0
12453.5	0	0	0	0
12454.5	0	0	0	0
12455.5	0	0	0	0
12456.5	0	0	0	0
12457.5	0	0	0	0
12458.5	0	0	0	0
12459.5	0	0	0	0
12460.5	0	0	0	0
12461.5	0	0	0	0
12462.5	0	0	0	0
12463.5	0	0	0	0
12464.5	0	0	0	0
12465.5	0	0	0	0
12466.5	0	0	0	0
12467.5	0	0	0	0
12468.5	0	0	0	0
12469.5	0	0	0	0
12470.5	0	0	0	0
12471.5	0	0	0	0
12472.5	0	0	0	0
12473.5	0	0	0	0
12474.5	0	0	0	0
12475.5	0	0	0	0
12476.5	0	0	0	0
12477.5	0	0	0	0
12478.5	0	0	0	0
12479.5	0	0	0	0
12480.5	0	0	0	0
12481.5	0	0	0	0
12482.5	0	0	0	0
12483.5	0	0	0	0
12484.5	0	0	0	0
12485.5	0	0	0	0
12486.5	0	0	0	0
12487.5	0	0	0	0
12488.5	0	0	0	0
12489.5	0	0	0	0
12490.5	0	0	0	0
12491.5	0	0	0	0
12492.5	0	0	0	0
12493.5	0	0	0	0
12494.5	0	0	0	0
12495.5	0	0	0	0
12496.5	0	0	0	0
12497.5	0	0	0	0
12498.5	0	0	0	0
12499.5	0	0	0	0
12500.5	0	0	0	0
12501.5	0	0	0	0
12502.5	0	0	0	0
12503.5	0	0	0	0
12504.5	0	0	0	0
12505.5	0	0	0	0
12506.5	0	0	0	0
12507.5	0	0	0	0
12508.5	0	0	0	0
12509.5	0	0	0	0
12510.5	0	0	0	0
12511.5	0	0	0	0
12512.5	0	0	0	0
12513.5	0	0	0	0
12514.5	0	0	0	0
12515.5	0	0	0	0
12516.5	0	0	0	0
12517.5	0	0	0	0
12518.5	0	0	0	0
12519.5	0	0	0	0
12520.5	0	0	0	0
12521.5	0	0	0	0
12522.5	0	0	0	0
12523.5	0	0	0	0
12524.5	0	0	0	0
12525.5	0	0	0	0
12526.5	0	0	0	0
12527.5	0	0	0	0
12528.5	0	0	0	0
12529.5	0	0	0	0
12530.5	0	0	0	0
12531.5	0	0	0	0
12532.5	0	0	0	0
12533.5	0	0	0	0
12534.5	0	0	0	0
12535.5	0	0	0	0
12536.5	0	0	0	0
12537.5	0	0	0	0
12538.5	0	0	0	0
12539.5	0	0	0	0
12540.5	0	0	0	0
12541.5	0	0	0	0
12542.5	0	0	0	0
12543.5	0	0	0	0
12544.5	0	0	0	0
12545.5	0	0	0	0
12546.5	0	0	0	0
12547.5	0	0	0	0
12548.5	0	0	0	0
12549.5	0	0	0	0
12550.5	0	0	0	0
12551.5	0	0	0	0
12552.5	0	0	0	0
12553.5	0	0	0	0
12554.5	0	0	0	0
12555.5	0	0	0	0
12556.5	0	0	0	0
12557.5	0	0	0	0
12558.5	0	0	0	0
12559.5	0	0	0	0
12560.5	0	0	0	0
12561.5	0	0	0	0
12562.5	0	0	0	0
12563.5	0	0	0	0
12564.5	0	0	0	0
12565.5	0	0	0	0
12566.5	0	0	0	0
12567.5	0	0	0	0
12568.5	0	0	0	0
12569.5	0	0	0	0
12570.5	0	0	0	0
12571.5	0	0	0	0
12572.5	0	0	0	0
12573.5	0	0	0	0
12574.5	0	0	0	0
12575.5	0	0	0	0
12576.5	0	0	0	0
12577.5	0	0	0	0
12578.5	0	0	0	0
12579.5	0	0	0	0
12580.5	0	0	0	0
12581.5	0	0	0	0
12582.5	0	0	0	0
12583.5	0	0	0	0
12584.5	0	0	0	0
12585.5	0	0	0	0
12586.5	0	0	0	0
12587.5	0	0	0	0
12588.5	0	0	0	0
12589.5	0	0	0	0
12590.5	0	0	0	0
12591.5	0	0	0	0
12592.5	0	0	0	0
12593.5	0	0	0	0
12594.5	0	0	0	0
12595.5	0	0	0	0
12596.5	0	0	0	0
12597.5	0	0	0	0
12598.5	0	0	0	0
12599.5	0	0	0	0
12600.5	0	0	0	0
12601.5	0	0	0	0
12602.5	0	0	0	0
12603.5	0	0	0	0
12604.5	0	0	0	0
12605.5	0	0	0	0
12606.5	0	0	0	0
12607.5	0	0	0	0
12608.5	0	0	0	0
12609.5	0	0	0	0
12610.5	0	0	0	0
12611.5	0	0	0	0
12612.5	0	0	0	0
12613.5	0	0	0	0
12614.5	0	0	0	0
12615.5	0	0	0	0
12616.5	0	0	0	0
12617.5	0	0	0	0
12618.5	0	0	0	0
12619.5	0	0	0	0
12620.5	0	0	0	0
12621.5	0	0	0	0
12622.5	0	0	0	0
12623.5	0	0	0	0
12624.5	0	0	0	0
12625.5	0	0	0	0
12626.5	0	0	0	0
12627.5	0	0	0	0
12628.5	0	0	0	0
12629.5	0	0	0	0
12630.5	0	0	0	0
12631.5	0	0	0	0
12632.5	0	0	0	0
12633.5	0	0	0	0
12634.5	0	0	0	0
12635.5	0	0	0	0
12636.5	0	0	0	0
12637.5	0	0	0	0
12638.5	0	0	0	0
12639.5	0	0	0	0
12640.5	0	0	0	0
12641.5	0	0	0	0
12642.5	0	0	0	0
12643.5	0	0	0	0
12644.5	0	0	0	0
12645.5	0	0	0	0
12646.5	0	0	0	0
12647.5	0	0	0	0
12648.5	0	0	0	0
12649.5	0	0	0	0
12650.5	0	0	0	0
12651.5	0	0	0	0
12652.5	0	0	0	0
12653.5	0	0	0	0
12654.5	0	0	0	0
12655.5	0	0	0	0
12656.5	0	0	0	0
12657.5	0	0	0	0
12658.5	0	0	0	0
12659.5	0	0	0	0
12660.5	0	0	0	0
12661.5	0	0	0	0
12662.5	0	0	0	0
12663.5	0	0	0	0
12664.5	0	0	0	0
12665.5	0	0	0	0
12666.5	0	0	0	0
12667.5	0	0	0	0
12668.5	0	0	0	0
12669.5	0	0	0	0
12670.5	0	0	0	0
12671.5	0	0	0	0
12672.5	0	0	0	0
12673.5	0	0	0	0
12674.5	0	0	0	0
12675.5	0	0	0	0
12676.5	0	0	0	0
12677.5	0	0	0	0
12678.5	0	0	0	0
12679.5	0	0	0	0
12680.5	0	0	0	0
12681.5	0	0	0	0
12682.5	0	0	0	0
12683.5	0	0	0	0
12684.5	0	0	0	0
12685.5	0	0	0	0
12686.5	0	0	0	0
12687.5	0	0	0	0
12688.5	0	0	0	0
12689.5	0	0	0	0
12690.5	0	0	0	0
12691.5	0	0	0	0
12692.5	0	0	0	0
12693.5	0	0	0	0
12694.5	0	0	0	0
12695.5	0	0	0	0
12696.5	0	0	0	0
12697.5	0	0	0	0
12698.5	0	0	0	0
12699.5	0	0	0	0
12700.5	0	0	0	0
12701.5	0	0	0	0
12702.5	0	0	0	0
12703.5	0	0	0	0
12704.5	0	0	0	0
12705.5	0	0	0	0
12706.5	0	0	0	0
12707.5	0	0	0	0
12708.5	0	0	0	0
12709.5	0	0	0	0
12710.5	0	0	0	0
12711.5	0	0	0	0
12712.5	0	0	0	0
12713.5	0	0	0	0
12714.5	0	0	0	0
12715.5	0	0	0	0
12716.5	0	0	0	0
12717.5	0	0	0	0
12718.5	0	0	0	0
12719.5	0	0	0	0
12720.5	0	0	0	0
12721.5	0	0	0	0
12722.5	0	0	0	0
12723.5	0	0	0	0
12724.5	0	0	0	0
12725.5	0	0	0	0
12726.5	0	0	0	0
12727.5	0	0	0	0
12728.5	0	0	0	0
12729.5	0	0	0	0
12730.5	0	0	0	0
12731.5	0	0	0	0
12732.5	0	0	0	0
12733.5	0	0	0	0
12734.5	0	0	0	0
12735.5	0	0	0	0
12736.5	0	0	0	0
12737.5	0	0	0	0
12738.5	0	0	0	0
12739.5	0	0	0	0
12740.5	0	0	0	0
12741.5	0	0	0	0
12742.5	0	0	0	0
12743.5	0	0	0	0
12744.5	0	0	0	0
12745.5	0	0	0	0
12746.5	0	0	0	0
12747.5	0	0	0	0
12748.5	0	0	0	0
12749.5	0	0	0	0
12750.5	0	0	0	0
12751.5	0	0	0	0
12752.5	0	0	0	0
12753.5	0	0	0	0
12754.5	0	0	0	0
12755.5	0	0	0	0
12756.5	0	0	0	0
12757.5	0	0	0	0
12758.5	0	0	0	0
12759.5	0	0	0	0
12760.5	0	0	0	0
12761.5	0	0	0	0
12762.5	0	0	0	0
12763.5	0	0	0	0
12764.5	0	0	0	0
12765.5	0	0	0	0
12766.5	0	0	0	0
12767.5	0	0	0	0
12768.5	0	0	0	0
12769.5	0	0	0	0
12770.5	0	0	0	0
12771.5	0	0	0	0
12772.5	0	0	0	0
12773.5	0	0	0	0
12774.5	0	0	0	0
12775.5	0	0	0	0
12776.5	0	0	0	0
12777.5	0	0	0	0
12778.5	0	0	0	0
12779.5	0	0	0	0
12780.5	0	0	0	0
12781.5	0	0	0	0
12782.5	0	0	0	0
12783.5	0	0	0	0
12784.5	0	0	0	0
12785.5	0	0	0	0
12786.5	0	0	0	0
12787.5	0	0	0	0
12788.5	0	0	0	0
12789.5	0	0	0	0
12790.5	0	0	0	0
12791.5	0	0	0	0
12792.5	0	0	0	0
12793.5	0	0	0	0
12794.5	0	0	0	0
12795.5	0	0	0	0
12796.5	0	0	0	0
12797.5	0	0	0	0
12798.5	0	0	0	0
12799.5	0	0	0	0
12800.5	0	0	0	0
12801.5	0	0	0	0
12802.5	0	0	0	0
12803.5	0	0	0	0
12804.5	0	0	0	0
12805.5	0	0	0	0
12806.5	0	0	0	0
12807.5	0	0	0	0
12808.5	0	0	0	0
12809.5	0	0	0	0
12810.5	0	0	0	0
12811.5	0	0	0	0
12812.5	0	0	0	0
12813.5	0	0	0	0
12814.5	0	0	0	0
12815.5	0	0	0	0
12816.5	0	0	0	0
12817.5	0	0	0	0
12818.5	0	0	0	0
12819.5	0	0	0	0
12820.5	0	0	0	0
12821.5	0	0	0	0
12822.5	0	0	0	0
12823.5	0	0	0	0
12824.5	0	0	0	0
12825.5	0	0	0	0
12826.5	0	0	0	0
12827.5	0	0	0	0
12828.5	0	0	0	0
12829.5	0	0	0	0
12830.5	0	0	0	0
12831.5	0	0	0	0
12832.5	0	0	0	0
12833.5	0	0	0	0
12834.5	0	0	0	0
12835.5	0	0	0	0
12836.5	0	0	0	0
12837.5	0	0	0	0
12838.5	0	0	0	0
12839.5	0	0	0	0
12840.5	0	0	0	0
12841.5	0	0	0	0
12842.5	0	0	0	0
12843.5	0	0	0	0
12844.5	0	0	0	0
12845.5	0	0	0	0
12846.5	0	0	0	0
12847.5	0	0	0	0
12848.5	0	0	0	0
12849.5	0	0	0	0
12850.5	0	0	0	0
12851.5	0	0	0	0
12852.5	0	0	0	0
12853.5	0	0	0	0
12854.5	0	0	0	0
12855.5	0	0	0	0
12856.5	0	0	0	0
12857.5	0	0	0	0
12858.5	0	0	0	0
12859.5	0	0	0	0
12860.5	0	0	0	0
12861.5	0	0	0	0
12862.5	0	0	0	0
12863.5	0	0	0	0
12864.5	0	0	0	0
12865.5	0	0	0	0
12866.5	0	0	0	0
12867.5	0	0	0	0
12868.5	0	0	0	0
12869.5	0	0	0	0
12870.5	0	0	0	0
12871.5	0	0	0	0
12872.5	0	0	0	0
12873.5	0	0	0	0
12874.5	0	0	0	0
12875.5	0	0	0	0
12876.5	0	0	0	0
12877.5	0	0	0	0
12878.5	0	0	0	0
12879.5	0	0	0	0
12880.5	0	0	0	0
12881.5	0	0	0	0
12882.5	0	0	0	0
12883.5	0	0	0	0
12884.5	0	0	0	0
12885.5	0	0	0	0
12886.5	0	0	0	0
12887.5	0	0	0	0
12888.5	0	0	0	0
12889.5	0	0	0	0
12890.5	0	0	0	0
12891.5	0	0	0	0
12892.5	0	0	0	0
12893.5	0	0	0	0
12894.5	0	0	0	0
12895.5	0	0	0	0
12896.5	0	0	0	0
12897.5	0	0	0	0
12898.5	0	0	0	0
12899.5	0	0	0	0
12900.5	0	0	0	0
12901.5	0	0	0	0
12902.5	0	0	0	0
12903.5	0	0	0	0
12904.5	0	0	0	0
12905.5	0	0	0	0
12906.5	0	0	0	0
12907.5	0	0	0	0
12908.5	0	0	0	0
12909.5	0	0	0	0
12910.5	0	0	0	0
12911.5	0	0	0	0
12912.5	0	0	0	0
12913.5	0	0	0	0
12914.5	0	0	0	0
12915.5	0	0	0	0
12916.5	0	0	0	0
12917.5	0	0	0	0
12918.5	0	0	0	0
12919.5	0	0	0	0
12920.5	0	0	0	0
12921.5	0	0	0	0
12922.5	0	0	0	0
12923.5	0	0	0	0
12924.5	0	0	0	0
12925.5	0	0	0	0
12926.5	0	0	0	0
12927.5	0	0	0	0
12928.5	0	0	0	0
12929.5	0	0	0	0
12930.5	0	0	0	0
12931.5	0	0	0	0
12932.5	0	0	0	0
12933.5	0	0	0	0
12934.5	0	0	0	0
12935.5	0	0	0	0
12936.5	0	0	0	0
12937.5	0	0	0	0
12938.5	0	0	0	0
12939.5	0	0	0	0
12940.5	0	0	0	0
12941.5	0	0	0	0
12942.5	0	0	0	0
12943.5	0	0	0	0
12944.5	0	0	0	0
12945.5	0	0	0	0
12946.5	0	0	0	0
12947.5	0	0	0	0
12948.5	0	0	0	0
12949.5	0	0	0	0
12950.5	0	0	0	0
12951.5	0	0	0	0
12952.5	0	0	0	0
12953.5	0	0	0	0
12954.5	0	0	0	0
12955.5	0	0	0	0
12956.5	0	0	0	0
12957.5	0	0	0	0
12958.5	0	0	0	0
12959.5	0	0	0	0
12960.5	0	0	0	0
12961.5	0	0	0	0
12962.5	0	0	0	0
12963.5	0	0	0	0
12964.5	0	0	0	0
12965.5	0	0	0	0
12966.5	0	0	0	0
12967.5	0	0	0	0
12968.5	0	0	0	0
12969.5	0	0	0	0
12970.5	0	0	0	0
12971.5	0	0	0	0
12972.5	0	0	0	0
12973.5	0	0	0	0
12974.5	0	0	0	0
12975.5	0	0	0	0
12976.5	0	0	0	0
12977.5	0	0	0	0
12978.5	0	0	0	0
12979.5	0	0	0	0
12980.5	0	0	0	0
12981.5	0	0	0	0
12982.5	0	0	0	0
12983.5	0	0	0	0
12984.5	0	0	0	0
12985.5	0	0	0	0
12986.5	0	0	0	0
12987.5	0	0	0	0
12988.5	0	0	0	0
12989.5	0	0	0	0
12990.5	0	0	0	0
12991.5	0	0	0	0
12992.5	0	0	0	0
12993.5	0	0	0	0
12994.5	0	0	0	0
12995.5	0	0	0	0
12996.5	0	0	0	0
12997.5	0	0	0	0
12998.5	0	0	0	0
12999.5	0	0	0	0
13000.5	0	0	0	0
13001.5	0	0	0	0
13002.5	0	0	0	0
13003.5	0	0	0	0
13004.5	0	0	0	0
13005.5	0	0	0	0
13006.5	0	0	0	0
13007.5	0	0	0	0
13008.5	0	0	0	0
13009.5	0	0	0	0
13010.5	0	0	0	0
13011.5	0	0	0	0
13012.5	0	0	0	0
13013.5	0	0	0	0
13014.5	0	0	0	0
13015.5	0	0	0	0
13016.5	0	0	0	0
13017.5	0	0	0	0
13018.5	0	0	0	0
13019.5	0	0	0	0
13020.5	0	0	0	0
13021.5	0	0	0	0
13022.5	0	0	0	0
13023.5	0	0	0	0
13024.5	0	0	0	0
13025.5	0	0	0	0
13026.5	0	0	0	0
13027.5	0	0	0	0
13028.5	0	0	0	0
13029.5	0	0	0	0
13030.5	0	0	0	0
13031.5	0	0	0	0
13032.5	0	0	0	0
13033.5	0	0	0	0
13034.5	0	0	0	0
13035.5	0	0	0	0
13036.5	0	0	0	0
13037.5	0	0	0	0
13038.5	0	0	0	0
13039.5	0	0	0	0
13040.5	0	0	0	0
13041.5	0	0	0	0
13042.5	0	0	0	0
13043.5	0	0	0	0
13044.5	0	0	0	0
13045.5	0	0	0	0
13046.5	0	0	0	0
13047.5	0	0	0	0
13048.5	0	0	0	0
13049.5	0	0	0	0
13050.5	0	0	0	0
13051.5	0	0	0	0
13052.5	0	0	0	0
13053.5	0	0	0	0
13054.5	0	0	0	0
13055.5	0	0	0	0
13056.5	0	0	0	0
13057.5	0	0	0	0
13058.5	0	0	0	0
13059.5	0	0	0	0
13060.5	0	0	0	0
13061.5	0	0	0	0
13062.5	0	0	0	0
13063.5	0	0	0	0
13064.5	0	0	0	0
13065.5	0	0	0	0
13066.5	0	0	0	0
13067.5	0	0	0	0
13068.5	0	0	0	0
13069.5	0	0	0	0
13070.5	0	0	0	0
13071.5	0	0	0	0
13072.5	0	0	0	0
13073.5	0	0	0	0
13074.5	0	0	0	0
13075.5	0	0	0	0
13076.5	0	0	0	0
13077.5	0	0	0	0
13078.5	0	0	0	0
13079.5	0	0	0	0
13080.5	0	0	0	0
13081.5	0	0	0	0
13082.5	0	0	0	0
13083.5	0	0	0	0
13084.5	0	0	0	0
13085.5	0	0	0	0
13086.5	0	0	0	0
13087.5	0	0	0	0
13088.5	0	0	0	0
13089.5	0	0	0	0
13090.5	0	0	0	0
13091.5	0	0	0	0
13092.5	0	0	0	0
13093.5	0	0	0	0
13094.5	0	0	0	0
13095.5	0	0	0	0
13096.5	0	0	0	0
13097.5	0	0	0	0
13098.5	0	0	0	0
13099.5	0	0	0	0
13100.5	0	0	0	0
13101.5	0	0	0	0
13102.5	0	0	0	0
13103.5	0	0	0	0
13104.5	0	0	0	0
13105.5	0	0	0	0
13106.5	0	0	0	0
13107.5	0	0	0	0
13108.5	0	0	0	0
13109.5	0	0	0	0
13110.5	0	0	0	0
13111.5	0	0	0	0
13112.5	0	0	0	0
13113.5	0	0	0	0
13114.5	0	0	0	0
13115.5	0	0	0	0
13116.5	0	0	0	0
13117.5	0	0	0	0
13118.5	0	0	0	0
13119.5	0	0	0	0
13120.5	0	0	0	0
13121.5	0	0	0	0
13122.5	0	0	0	0
13123.5	0	0	0	0
13124.5	0	0	0	0
13125.5	0	0	0	0
13126.5	0	0	0	0
13127.5	0	0	0	0
13128.5	0	0	0	0
13129.5	0	0	0	0
13130.5	0	0	0	0
13131.5	0	0	0	0
13132.5	0	0	0	0
13133.5	0	0	0	0
13134.5	0	0	0	0
13135.5	0	0	0	0
13136.5	0	0	0	0
13137.5	0	0	0	0
13138.5	0	0	0	0
13139.5	0	0	0	0
13140.5	0	0	0	0
13141.5	0	0	0	0
13142.5	0	0	0	0
13143.5	0	0	0	0
13144.5	0	0	0	0
13145.5	0	0	0	0
13146.5	0	0	0	0
13147.5	0	0	0	0
13148.5	0	0	0	0
13149.5	0	0	0	0
13150.5	0	0	0	0
13151.5	0	0	0	0
13152.5	0	0	0	0
13153.5	0	0	0	0
13154.5	0	0	0	0
13155.5	0	0	0	0
13156.5	0	0	0	0
13157.5	0	0	0	0
13158.5	0	0	0	0
13159.5	0	0	0	0
13160.5	0	0	0	0
13161.5	0	0	0	0
13162.5	0	0	0	0
13163.5	0	0	0	0
13164.5	0	0	0	0
13165.5	0	0	0	0
13166.5	0	0	0	0
13167.5	0	0	0	0
13168.5	0	0	0	0
13169.5	0	0	0	0
13170.5	0	0	0	0
13171.5	0	0	0	0
13172.5	0	0	0	0
13173.5	0	0	0	0
13174.5	0	0	0	0
13175.5	0	0	0	0
13176.5	0	0	0	0
13177.5	0	0	0	0
13178.5	0	0	0	0
13179.5	0	0	0	0
13180.5	0	0	0	0
13181.5	0	0	0	0
13182.5	0	0	0	0
13183.5	0	0	0	0
13184.5	0	0	0	0
13185.5	0	0	0	0
13186.5	0	0	0	0
13187.5	0	0	0	0
13188.5	0	0	0	0
13189.5	0	0	0	0
13190.5	0	0	0	0
13191.5	0	0	0	0
13192.5	0	0	0	0
13193.5	0	0	0	0
13194.5	0	0	0	0
13195.5	0	0	0	0
13196.5	0	0	0	0
13197.5	0	0	0	0
13198.5	0	0	0	0
13199.5	0	0	0	0
13200.5	0	0	0	0
13201.5	0	0	0	0
13202.5	0	0	0	0
13203.5	0	0	0	0
13204.5	0	0	0	0
13205.5	0	0	0	0
13206.5	0	0	0	0
13207.5	0	0	0	0
13208.5	0	0	0	0
13209.5	0	0	0	0
13210.5	0	0	0	0
13211.5	0	0	0	0
13212.5	0	0	0	0
13213.5	0	0	0	0
13214.5	0	0	0	0
13215.5	0	0	0	0
13216.5	0	0	0	0
13217.5	0	0	0	0
13218.5	0	0	0	0
13219.5	0	0	0	0
13220.5	0	0	0	0
13221.5	0	0	0	0
13222.5	0	0	0	0
13223.5	0	0	0	0
13224.5	0	0	0	0
13225.5	0	0	0	0
13226.5	0	0	0	0
13227.5	0	0	0	0
13228.5	0	0	0	0
13229.5	0	0	0	0
13230.5	0	0	0	0
13231.5	0	0	0	0
13232.5	0	0	0	0
13233.5	0	0	0	0
13234.5	0	0	0	0
13235.5	0	0	0	0
13236.5	0	0	0	0
13237.5	0	0	0	0
13238.5	0	0	0	0
13239.5	0	0	0	0
13240.5	0	0	0	0
13241.5	0	0	0	0
13242.5	0	0	0	0
13243.5	0	0	0	0
13244.5	0	0	0	0
13245.5	0	0	0	0
13246.5	0	0	0	0
13247.5	0	0	0	0
13248.5	0	0	0	0
13249.5	0	0	0	0
13250.5	0	0	0	0
13251.5	0	0	0	0
13252.5	0	0	0	0
13253.5	0	0	0	0
13254.5	0	0	0	0
13255.5	0	0	0	0
13256.5	0	0	0	0
13257.5	0	0	0	0
13258.5	0	0	0	0
13259.5	0	0	0	0
13260.5	0	0	0	0
13261.5	0	0	0	0
13262.5	0	0	0	0
13263.5	0	0	0	0
13264.5	0	0	0	0
13265.5	0	0	0	0
13266.5	0	0	0	0
13267.5	0	0	0	0
13268.5	0	0	0	0
13269.5	0	0	0	0
13270.5	0	0	0	0
13271.5	0	0	0	0
13272.5	0	0	0	0
13273.5	0	0	0	0
13274.5	0	0	0	0
13275.5	0	0	0	0
13276.5	0	0	0	0
13277.5	0	0	0	0
13278.5	0	0	0	0
13279.5	0	0	0	0
13280.5	0	0	0	0
13281.5	0	0	0	0
13282.5	0	0	0	0
13283.5	0	0	0	0
13284.5	0	0	0	0
13285.5	0	0	0	0
13286.5	0	0	0	0
13287.5	0	0	0	0
13288.5	0	0	0	0
13289.5	0	0	0	0
13290.5	0	0	0	0
13291.5	0	0	0	0
13292.5	0	0	0	0
13293.5	0	0	0	0
13294.5	0	0	0	0
13295.5	0	0	0	0
13296.5	0	0	0	0
13297.5	0	0	0	0
13298.5	0	0	0	0
13299.5	0	0	0	0
13300.5	0	0	0	0
13301.5	0	0	0	0
13302.5	0	0	0	0
13303.5	0	0	0	0
13304.5	0	0	0	0
13305.5	0	0	0	0
13306.5	0	0	0	0
13307.5	0	0	0	0
13308.5	0	0	0	0
13309.5	0	0	0	0
13310.5	0	0	0	0
13311.5	0	0	0	0
13312.5	0	0	0	0
13313.5	0	0	0	0
13314.5	0	0	0	0
13315.5	0	0	0	0
13316.5	0	0	0	0
13317.5	0	0	0	0
13318.5	0	0	0	0
13319.5	0	0	0	0
13320.5	0	0	0	0
13321.5	0	0	0	0
13322.5	0	0	0	0
13323.5	0	0	0	0
13324.5	0	0	0	0
